toi,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad,disposition_category
1144,26.857,0.105,-0.105,-7.918,0.056,-0.056,2459109.092,12.08837,3.106,0.332,-0.332,5990.0,1664.13,-1664.13,18.1866,200.957,1048.0,12.3035,0.007,-0.007,551.16,13.313,-13.313,5920.0,125.6,-125.6,4.22,1.34,FALSE_POSITIVE
1145,-2.119,0.179,-0.179,23.541,0.18,-0.18,2458327.45,2.5852,1.963,0.395,-0.395,290.0,0.460655,-0.460655,4.66502,1150.76,1622.0,9.2691,0.006,-0.006,314.616,9.2115,-9.2115,6639.0,127.5,-127.5,3.73,2.66,FALSE_POSITIVE
1146,-0.918,0.054,-0.054,35.033,0.055,-0.055,2460178.462,29.0497517,7.117,0.963,-0.963,318.0,12.5922,-12.5922,2.84674,257.066,1115.0,9.0963,0.006,-0.006,272.217,2.19,-2.19,8208.0,222.0,-222.0,4.25979,1.8,CONFIRMED
1147,7.486,0.165,-0.165,-15.684,0.215,-0.215,2459909.805,0.361112,0.756,0.228,-0.228,710.0,1658.72,-1658.72,6.69136,2677.39,2003.0,9.66027,0.006,-0.006,252.419,10.38,-10.38,6056.9,236.7,-236.7,3.99,1.95,FALSE_POSITIVE
1148,14.989,0.053,-0.053,2.322,0.049,-0.049,2459908.575,8.503614,1.203,0.227,-0.227,1590.0,119.976,-119.976,10.2441,33.4398,669.0,10.244,0.006,-0.006,425.467,5.5605,-5.5605,6255.0,144.3,-144.3,3.88,2.31,FALSE_POSITIVE
1149,-21.479,0.045,-0.045,109.97,0.043,-0.043,2458386.095,0.7418594,1.5026958,0.1196039,-0.1196039,2983.625732,173.75093,-173.75093,6.0238347,740.8643338,1330.621148,11.481,0.006,-0.006,106.16,0.2315,-0.2315,4304.6,64.0,-64.0,4.57,0.66174,FALSE_POSITIVE
1150,0.962,0.056,-0.056,23.237,0.056,-0.056,2460663.875,2.5735943,2.4810064,0.1769986,-0.1769986,739.6008283,51.97616,-51.97616,2.7779229,301.8661097,1063.098093,9.2563,0.006,-0.006,60.6679,0.11205,-0.11205,4935.0,122.3,-122.3,4.52,0.816999,CONFIRMED
1151,-4.84,0.041,-0.041,7.583,0.043,-0.043,2458331.947,7.64348,2.772,0.454,-0.454,560.0,0.799349,-0.799349,6.82171,170.804,1007.0,9.9959,0.006,-0.006,432.642,3.8765,-3.8765,6258.1,103.6,-103.6,3.59,2.94,FALSE_POSITIVE
1152,-9.336,0.095,-0.095,-9.945,0.053,-0.053,2460257.184,3.6773543,1.441,0.185,-0.185,3949.0,167.475,-167.475,11.426,786.44,1475.0,9.19813,0.006,-0.006,255.416,3.8885,-3.8885,7887.0,218.0,-218.0,4.28126,1.68,CONFIRMED
1153,-124.713,0.027,-0.027,-27.377,0.039,-0.039,2459664.071,0.54937,0.883,0.242,-0.242,370.0,1.62646,-1.62646,1.53904,1407.22,1706.0,9.0363,0.006,-0.006,42.5775,0.0621,-0.0621,4612.99,99.6652,-99.6652,4.56172,0.74,CONFIRMED
1154,-4.599,0.023,-0.023,-11.514,0.026,-0.026,2458731.568,0.8912218,1.846,0.309,-0.309,9160.0,24.2008,-24.2008,15.1782,4445.59,2274.0,12.8424,0.009,-0.009,891.899,12.153,-12.153,6245.0,136.1,-136.1,4.12,1.59,FALSE_POSITIVE
1155,6.288,0.035,-0.035,-21.633,0.045,-0.045,2459199.593,11.3543085,3.414,0.441,-0.441,2190.0,2.40171,-2.40171,9.40688,115.756,913.0,10.8256,0.006,-0.006,470.356,5.0525,-5.0525,6421.0,134.0,-134.0,3.98,1.92,FALSE_POSITIVE
1156,3.033,0.062,-0.062,-2.667,0.069,-0.069,2459986.476,22.6384642,4.988,0.495,-0.495,4982.0,2942.82,-2942.82,28.0326,636.099,1399.0,8.2268,0.006,-0.006,253.02,2.461,-2.461,9511.0,179.3,-179.3,4.05,2.42,FALSE_POSITIVE
1157,45.326,0.045,-0.045,32.042,0.044,-0.044,2459830.458,6.9561134,3.3628003,0.0340571,-0.0340571,15989.2311,127.81271,-127.81271,12.090823,136.9557694,872.4987884,11.2287,0.006,-0.006,201.918,0.9145,-0.9145,5387.0,136.579,-136.579,4.46259,0.940037,CONFIRMED
1158,3.052,0.039,-0.039,-3.596,0.037,-0.037,2459740.358,4.7257129,2.701,0.381,-0.381,1740.0,2.48875,-2.48875,10.5468,350.147,1205.0,11.3896,0.009,-0.009,653.395,9.3585,-9.3585,6139.0,130.0,-130.0,3.71,2.48,FALSE_POSITIVE
1159,-33.984,0.16,-0.16,-27.029,0.063,-0.063,2460258.422,2.1408063,1.569,0.184,-0.184,628.0,20.3419,-20.3419,2.59639,428.205,1267.0,10.3729,0.006,-0.006,144.202,1.1885,-1.1885,5372.0,131.712,-131.712,4.40929,1.0,CONFIRMED
1160,-3.927,2.107,-2.107,-8.035,2.107,-2.107,2459417.473,3.6311186,2.416,0.527,-0.527,6300.0,302.139,-302.139,15.6552,1145.48,1275.5980574999999,12.4627,0.006,-0.006,504.87,2.5675,-2.5675,5979.9,131.1,-131.1,4.34,1.63,FALSE_POSITIVE
1161,-48.379,0.082,-0.082,-72.308,0.073,-0.073,2458875.047,5.34326,1.426,0.096,-0.096,6980.0,3.43158,-3.43158,10.4171,52.9343,751.0,10.1883,0.007,-0.007,191.532,2.375,-2.375,5776.0,131.0,-131.0,4.25,1.26,FALSE_POSITIVE
1162,2.327,0.042,-0.042,4.494,0.044,-0.044,2459036.619,6.9067868,6.6850674,0.1209939,-0.1209939,1751.777857,26.057346,-26.057346,13.4176028,1864.97414,1676.053793,11.4057,0.006,-0.006,788.317,13.197,-13.197,5731.8,64.7,-64.7,3.65,3.1513801,CONFIRMED
1163,25.809,0.13,-0.13,-22.57,0.083,-0.083,2458597.039,2.6755521,3.2277336,0.0137428,-0.0137428,14340.99086,50.527294,-50.527294,16.3355194,1360.164073,1548.879295,10.7036,0.006,-0.006,258.777,3.2545,-3.2545,6783.0,202.0,-202.0,4.24271,1.3441499,CONFIRMED
1164,12.588,0.054,-0.054,2.736,0.047,-0.047,2460473.279,3.9401791,1.991,0.148,-0.148,13317.0,5183.76,-5183.76,25.3897,1090.26,1600.0,9.68708,0.006,-0.006,260.494,2.111,-2.111,7170.0,213.8,-213.8,4.31,1.51,FALSE_POSITIVE
1165,184.868,0.04,-0.04,-42.647,0.041,-0.041,2460646.784,2.6652007,3.49,0.385,-0.385,819.0,422.126,-422.126,2.35964,2905.35,2045.0,10.1358,0.007,-0.007,36.7224,0.0276,-0.0276,4043.4,90.3,-90.3,4.69,0.56,FALSE_POSITIVE
1166,-6.964,0.085,-0.085,-1.662,0.072,-0.072,2460651.832,7.4072602,3.019,0.102,-0.102,14765.0,170.01,-170.01,14.7857,258.039,1116.0,10.4708,0.006,-0.006,196.538,1.9575,-1.9575,5887.0,183.3,-183.3,4.35,1.14,FALSE_POSITIVE
1167,-134.791,0.03,-0.03,-44.294,0.035,-0.035,2459685.398,3.2130578,2.169,0.035,-0.035,22530.0,0.808113,-0.808113,11.0975,118.075,918.0,11.7551,0.006,-0.006,142.751,0.4515,-0.4515,4652.87,115.904,-115.904,4.61265,0.7,CONFIRMED
1168,-6.283,0.026,-0.026,0.531,0.031,-0.031,2459229.338,4.2042078,2.124,0.334,-0.334,12080.0,28.1462,-28.1462,12.1025,355.909,1210.0,12.9264,0.006,-0.006,609.838,6.0405,-6.0405,6781.0,133.6,-133.6,4.54,1.07,CONFIRMED
1169,-21.245,0.042,-0.042,-6.793,0.046,-0.046,2459766.963,3.9443668,4.8652146,0.0163312,-0.0163312,6732.488454,20.23155,-20.23155,14.5727196,1078.598699,1461.620826,10.8041,0.006,-0.006,323.265,2.821,-2.821,5494.0,125.8,-125.8,3.93,1.75475,CONFIRMED
1170,0.421,0.118,-0.118,-16.943,0.09,-0.09,2459383.76,2.0180196,1.967,0.069,-0.069,15190.0,7.1664,-7.1664,12.168,520.136,1330.0,11.3208,0.006,-0.006,217.193,2.7145,-2.7145,5544.0,131.1,-131.1,4.47,0.96,CONFIRMED
1171,10.02,0.049,-0.049,-1.866,0.047,-0.047,2460582.156,4.0662367,3.721,0.263,-0.263,6676.0,260.856,-260.856,10.981,574.869,1364.0,13.1678,0.009,-0.009,849.015,28.938,-28.938,5689.0,123.0,-123.0,4.1,1.49,FALSE_POSITIVE
1172,16.804,0.039,-0.039,150.766,0.048,-0.048,2458440.63,12.4610086,3.3195777,0.0916928,-0.0916928,2078.142598,44.225582,-44.225582,3.2809492,28.3587888,588.5612549,8.1705,0.006,-0.006,32.5686,0.03115,-0.03115,4891.0,111.8,-111.8,4.62,0.726632,CONFIRMED
1173,23.14,0.068,-0.068,-61.444,0.066,-0.066,2458468.758,0.76189,1.904,0.272,-0.272,190.0,0.630631,-0.630631,1.50503,6450.77,2496.0,8.7973,0.006,-0.006,96.3043,0.3819,-0.3819,5998.0,121.7,-121.7,4.39,1.11,FALSE_POSITIVE
1174,-44.82,0.081,-0.081,35.22,0.081,-0.081,2458494.061,3.9077116,9.5278364,0.7775869,-0.7775869,599.6319099,48.029163,-48.029163,1.5722799,50.3800695,679.4921442,12.4375,0.007,-0.007,130.457,0.644,-0.644,3917.0,157.0,-157.0,4.61771,0.64011,FALSE_POSITIVE
1175,-107.534,0.091,-0.091,48.662,0.09,-0.09,2459664.085,9.4893231,2.757,0.194,-0.194,940.0,0.598519,-0.598519,2.4304,41.924,708.0,6.9859,0.006,-0.006,21.5618,0.02535,-0.02535,5120.0,112.4,-112.4,4.6,0.77,CONFIRMED
1176,-9.984,0.067,-0.067,1.128,0.055,-0.055,2459279.602,2.3447752,1.814,0.044,-0.044,15340.0,2.49835,-2.49835,13.4487,320.327,1178.0,11.9397,0.006,-0.006,305.603,3.6665,-3.6665,5515.0,133.4,-133.4,4.39,1.04,CONFIRMED
1177,-6.437,0.133,-0.133,-19.429,0.11,-0.11,2459226.726,2.0849517,3.099,0.745,-0.745,2380.0,10.5605,-10.5605,4.65169,2731.54,2014.0,12.6063,0.006,-0.006,474.693,16.6275,-16.6275,6163.0,123.1,-123.1,4.56,0.94,FALSE_POSITIVE
1178,-2.956,0.05,-0.05,-20.95,0.042,-0.042,2459422.844,4.8854844,5.2333985,0.0987853,-0.0987853,7009.139498,114.74143,-114.74143,18.1759557,1459.35473,1576.376555,12.4532,0.006,-0.006,922.562,20.172,-20.172,5974.0,149.111,-149.111,3.84282,2.0812199,CONFIRMED
1179,-79.455,0.042,-0.042,39.548,0.033,-0.033,2459635.737,4.9877056,2.2769107,0.1542422,-0.1542422,1192.33982,63.814247,-63.814247,2.4703077,56.0452278,697.8376698,11.3069,0.006,-0.006,95.2649,0.1813,-0.1813,4336.0,121.303,-121.303,4.62012,0.668693,CONFIRMED
1180,-28.328,0.198,-0.198,-24.411,0.227,-0.227,2459635.207,2.7033942,2.927,0.16,-0.16,10340.0,1.90766,-1.90766,16.72,1704.57,1790.0,9.43351,0.006,-0.006,210.252,5.4075,-5.4075,6518.0,123.7,-123.7,4.15,1.61,CONFIRMED
1181,31.763,0.215,-0.215,-44.282,0.225,-0.225,2458543.967,2.593694,3.054429,0.651651,-0.651651,526.784827,47.557205,-47.557205,2.980736,4.3241755,367.7863249,9.5215,0.006,-0.006,121.755,1.467,-1.467,5316.6,64.0,-64.0,3.88,1.28725,FALSE_POSITIVE
1182,63.868,0.228,-0.228,10.099,0.249,-0.249,2458410.951,0.336826,0.883311,0.114655,-0.114655,18251.29209,2199.7795,-2199.7795,15.240658,11129.64647,2619.630824,15.7298,0.016,-0.016,39.4781,0.1915,-0.1915,5780.0,131.1,-131.1,4.438,1.0,FALSE_POSITIVE
1183,22.043,0.086,-0.086,-70.632,0.062,-0.062,2459517.121,43.8418559,4.599,0.472,-0.472,4630.0,2.18812,-2.18812,9.29872,8.83961,480.0,10.7717,0.006,-0.006,257.828,2.9805,-2.9805,5767.0,126.1,-126.1,4.21,1.32,FALSE_POSITIVE
1184,-17.354,0.05,-0.05,25.519,0.053,-0.053,2460010.014,4.6616079,4.007,0.044,-0.044,11972.0,138.298,-138.298,19.1536,1329.63,1682.0,10.3015,0.006,-0.006,360.408,3.951,-3.951,7437.0,135.9,-135.9,4.21,1.7,CONFIRMED
1185,0.707,0.045,-0.045,-1.906,0.04,-0.04,2459212.045,1.1472535,1.789,0.338,-0.338,4090.0,12.6547,-12.6547,17.228,16302.6,3147.0,13.3574,0.037,-0.037,2363.78,156.53,-156.53,9742.0,126.0,-126.0,4.01,2.59,FALSE_POSITIVE
1186,-1008.6,0.138,-0.138,-459.8,0.079,-0.079,2459691.149,1.467119,1.0069313,0.1084921,-0.1084921,1550.632368,46.27417,-46.27417,1.3241394,39.492214,639.3631768,8.8223,0.007,-0.007,8.07426,0.004095,-0.004095,3297.0,157.0,-157.0,4.89,0.331472,CONFIRMED
1187,108.36,0.088,-0.088,-11.198,0.061,-0.061,2458389.727,13.0393586,4.9218325,0.5314454,-0.5314454,625.5995687,58.03166,-58.03166,3.3482223,243.5260946,1007.525683,9.03971,0.006,-0.006,114.495,0.5545,-0.5545,5890.3,57.0,-57.0,3.92,1.31383,CONFIRMED
1188,251.112,0.051,-0.051,-145.059,0.034,-0.034,2458572.6,15.6653322,2.9937799,0.2351372,-0.2351372,1317.653048,75.2017,-75.2017,2.0999942,5.0996209,383.2694675,9.73597,0.007,-0.007,27.1701,0.03205,-0.03205,3806.0,66.0,-66.0,4.73575,0.533024,CONFIRMED
1189,-8.2,0.039,-0.039,14.166,0.048,-0.048,2460151.667,21.7004042,9.415,2.445,-2.445,406.0,25.5586,-25.5586,3.16777,224.371,1078.0,10.4078,0.006,-0.006,300.427,2.0575,-2.0575,5788.7,164.7,-164.7,4.22,1.78,FALSE_POSITIVE
1190,18.681,0.062,-0.062,-11.117,0.06,-0.06,2459985.604,6.203496,5.715,1.142,-1.142,810.0,40.4389,-40.4389,9.93735,375.554,1226.0,9.9917,0.007,-0.007,393.443,6.3565,-6.3565,4859.0,122.0,-122.0,4.34,3.98,CONFIRMED
1191,22.028,0.039,-0.039,-10.401,0.043,-0.043,2459044.826,31.32312,1.541,0.807,-0.807,385.0,33.9627,-33.9627,2.00987,15.1394,549.0,8.9387,0.006,-0.006,139.611,0.428,-0.428,6321.0,196.0,-196.0,4.22436,1.41,FALSE_POSITIVE
1192,-0.202,0.036,-0.036,-3.238,0.031,-0.031,2459444.707,3.5484481,4.5123025,0.1264555,-0.1264555,7022.005689,158.92531,-158.92531,15.2165016,1875.011742,1678.304455,12.7655,0.012,-0.012,899.777,16.4775,-16.4775,6295.0,102.6,-102.6,4.03,1.78185,CONFIRMED
1193,-3.196,0.069,-0.069,-22.735,0.054,-0.054,2460509.504,13.2341261,2.3705157,0.3690949,-0.3690949,18389.50925,2172.0933,-2172.0933,7.3853255,16.1089138,510.9593066,13.8215,0.006,-0.006,338.386,3.9865,-3.9865,5025.0,155.0,-155.0,4.88331,0.548929,CONFIRMED
1194,-4.972,2.12,-2.12,-10.392,2.12,-2.12,2459391.084,4.0822894,3.2882557,0.1811264,-0.1811264,16484.97629,658.4754,-658.4754,9.49438,399.7768506,1140.444513,14.6979,0.006,-0.006,1071.8,2.5675,-2.5675,5780.0,131.1,-131.1,4.438,1.24,CONFIRMED
1195,8.657,0.046,-0.046,-3.67,0.048,-0.048,2460363.632,2.1358631,1.559,0.185,-0.185,10325.0,3649.68,-3649.68,23.6019,1540.95,1745.0,10.381,0.006,-0.006,274.162,2.1655,-2.1655,5969.0,73.5,-73.5,4.17,1.5,FALSE_POSITIVE
1196,-25.839,0.033,-0.033,-41.15,0.051,-0.051,2458628.35,3.7395716,2.0436597,0.0117294,-0.0117294,15256.90235,97.96748,-97.96748,13.9317353,353.3142325,1105.757854,10.5721,0.006,-0.006,158.649,0.7215,-0.7215,5565.0,187.0,-187.0,4.46277,1.00018,CONFIRMED
1197,-29.071,0.044,-0.044,-12.333,0.035,-0.035,2458599.314,6.89132,5.369,0.587,-0.587,5940.0,1.94454,-1.94454,11.3151,673.704,1419.0,10.5,0.006,-0.006,241.981,1.3165,-1.3165,5488.0,84.4,-84.4,4.14,1.41,FALSE_POSITIVE
1198,-38.857,0.118,-0.118,39.679,0.077,-0.077,2458544.431,1.7318529,1.6919639,0.0542599,-0.0542599,36359.43017,832.64935,-832.64935,12.0299493,86.6365464,778.1172307,14.7599,0.008,-0.008,299.389,7.0265,-7.0265,3394.0,102.0,-102.0,4.9186,0.615219,CONFIRMED
1199,-11.167,0.039,-0.039,12.375,0.054,-0.054,2458410.999,1.8586624,2.0525797,0.4242486,-0.4242486,497.6683497,53.357212,-53.357212,1.9323657,695.1879631,1309.620035,10.2666,0.006,-0.006,123.739,0.385,-0.385,5481.0,127.6,-127.6,4.56,0.856226,CONFIRMED
1200,-132.759,0.09,-0.09,-50.429,0.063,-0.063,2459770.027,3.067816,2.1103325,0.0107533,-0.0107533,34536.78482,118.83254,-118.83254,11.7996868,72.441983,744.0760606,10.3622,0.007,-0.007,49.7876,0.11605,-0.11605,3965.0,157.0,-157.0,4.62,0.636572,CONFIRMED
1201,-6.057,0.05,-0.05,-8.215,0.043,-0.043,2458946.965,6.7136512,3.541,0.103,-0.103,11490.0,1.69591,-1.69591,12.5036,244.013,1101.0,11.3366,0.007,-0.007,332.565,4.8205,-4.8205,6179.1,146.5,-146.5,4.39,1.15,FALSE_POSITIVE
1202,-7.42,0.036,-0.036,8.119,0.036,-0.036,2459303.475,1.0962372,2.336,0.407,-0.407,2460.0,4.23428,-4.23428,15.7533,6446.8,2496.0,12.7158,0.008,-0.008,1391.51,45.805,-45.805,6519.0,136.7,-136.7,3.54,3.25,FALSE_POSITIVE
1203,1.248,0.096,-0.096,-2.493,0.077,-0.077,2460421.694,0.6171788,1.433,0.619,-0.619,519.0,62.902,-62.902,7.26341,18771.3,3260.0,10.3202,0.015,-0.015,799.447,25.305,-25.305,9603.0,251.9,-251.9,3.83,3.14,FALSE_POSITIVE
1204,5.352,0.046,-0.046,10.157,0.049,-0.049,2460509.909,15.3573522,3.5894467,0.6059887,-0.6059887,21072.39707,2812.5781,-2812.5781,13.3280613,47.2404772,668.6491835,14.5293,0.008,-0.008,872.343,20.8455,-20.8455,5462.0,124.0,-124.0,4.49258,0.915391,CONFIRMED
1205,0.171,0.079,-0.079,-23.035,0.061,-0.061,2460273.681,7.2455997,2.734,0.708,-0.708,1106.0,1267.01,-1267.01,14.2395,1192.46,1637.0,8.6554,0.006,-0.006,225.643,2.458,-2.458,6169.1,128.7,-128.7,3.65,2.68,CONFIRMED
1206,96.758,0.109,-0.109,-102.395,0.128,-0.128,2458517.561,2.819817,6.611278,0.349024,-0.349024,183631.0336,13579.864,-13579.864,22.75573,31.848458,605.8873038,15.2474,0.008,-0.008,160.84,1.525,-1.525,3601.0,119.0,-119.0,4.81887,0.441,FALSE_POSITIVE
1207,31.487,0.041,-0.041,27.596,0.037,-0.037,2459913.521,3.3207642,2.487,0.224,-0.224,940.0,0.863072,-0.863072,3.02356,586.762,1371.0,11.2473,0.006,-0.006,240.737,1.2675,-1.2675,6142.0,389.6,-389.6,4.55,0.95,CONFIRMED
1208,3.381,0.056,-0.056,-5.674,0.047,-0.047,2459187.796,6.7934811,1.824,0.541,-0.541,5400.0,24.0931,-24.0931,15.1938,111.068,904.0,12.2624,0.008,-0.008,816.554,20.548,-20.548,6121.0,128.9,-128.9,3.94,1.92,FALSE_POSITIVE
1209,-10.783,0.036,-0.036,15.218,0.043,-0.043,2459768.103,3.8240826,2.5172521,0.0150334,-0.0150334,10096.10986,71.32192,-71.32192,16.0547024,1005.894626,1436.342039,10.6611,0.009,-0.009,296.46,2.1585,-2.1585,6243.0,133.5,-133.5,4.24,1.38719,CONFIRMED
1210,-6.094,0.05,-0.05,5.154,0.049,-0.049,2460468.361,10.9836724,2.636,0.92,-0.92,315.0,32.9562,-32.9562,2.35616,196.694,1043.0,9.4682,0.006,-0.006,168.067,0.687,-0.687,6453.0,195.0,-195.0,5.20004,1.31,CONFIRMED
1211,54.983,0.053,-0.053,-34.965,0.043,-0.043,2460228.933,4.0248735,2.384,0.227,-0.227,23775.0,629.184,-629.184,11.6786,97.8595,876.0,12.813,0.013,-0.013,232.801,1.821,-1.821,4492.0,124.2,-124.2,4.52,0.75,CONFIRMED
1212,1.717,0.106,-0.106,-2.319,0.097,-0.097,2458468.697,2.7809,1.803,0.258,-0.258,2990.0,1451.24,-1451.24,56.3202,26869.1,3566.0,9.9534,0.032,-0.032,1390.46,132.62,-132.62,11246.0,128.0,-128.0,4.34,5.45,FALSE_POSITIVE
1213,-14.595,0.093,-0.093,-18.508,0.065,-0.065,2459359.547,0.9714298,1.251,0.224,-0.224,1650.0,3.3845,-3.3845,8.81333,2557.87,1981.0,10.7989,0.006,-0.006,492.34,10.4695,-10.4695,6495.0,133.9,-133.9,3.89,2.18,FALSE_POSITIVE
1214,0.056,0.033,-0.033,-2.664,0.032,-0.032,2459753.523,9.5064017,3.258,0.315,-0.315,8710.0,660.759,-660.759,14.3253,287.739,1147.0,12.9177,0.013,-0.013,497.269,3.5445,-3.5445,5999.0,141.1,-141.1,4.41,1.09,FALSE_POSITIVE
1215,-36.676,0.042,-0.042,50.599,0.045,-0.045,2458354.588,4.1374379,1.8454937,0.118628,-0.118628,1125.535465,32.49457,-32.49457,2.6757659,168.3361754,918.6796864,8.1796,0.006,-0.006,38.5653,0.0366,-0.0366,5058.0,181.0,-181.0,4.51761,0.802633,CONFIRMED
1216,-1.863,0.038,-0.038,13.133,0.042,-0.042,2459228.947,1.5136003,2.4400695,0.2813182,-0.2813182,745.1393405,51.541286,-51.541286,8.3090193,14144.86688,2781.438526,9.9071,0.006,-0.006,388.682,3.7825,-3.7825,6017.0,129.7,-129.7,3.55,2.93328,FALSE_POSITIVE
1217,-18.935,0.044,-0.044,-1.971,0.055,-0.055,2459517.996,124.72987,7.2967692,0.2877209,-0.2877209,1781.916002,67.559074,-67.559074,3.5130935,1.7337719,292.6629465,10.8812,0.006,-0.006,126.46,0.359,-0.359,4902.0,123.229,-123.229,4.5026,0.831423,CONFIRMED
1218,10.294,0.129,-0.129,-9.852,0.126,-0.126,2460043.845,5.3220505,3.8815964,0.0306811,-0.0306811,6562.779481,48.041794,-48.041794,17.1038087,995.3724127,1432.570981,9.47199,0.006,-0.006,200.075,2.625,-2.625,6030.0,131.1,-131.1,4.09435,1.95757,CONFIRMED
1219,-5.172,0.026,-0.026,9.271,0.031,-0.031,2458514.824,1.820443,2.643,0.605,-0.605,7330.0,36.7573,-36.7573,16.6319,2155.48,1898.0,13.5689,0.009,-0.009,1469.53,37.92,-37.92,6079.0,122.0,-122.0,3.92,1.94,FALSE_POSITIVE
1220,8.353,0.041,-0.041,-172.81,0.047,-0.047,2460607.061,37.4685042,7.685,1.332,-1.332,429.0,23.4654,-23.4654,2.56325,192.521,1037.0,8.80616,0.006,-0.006,113.335,0.292,-0.292,6114.0,122.03,-122.03,4.293,1.27,CONFIRMED
1221,10.37,0.094,-0.094,-39.997,0.063,-0.063,2460658.012,5.826731,4.571,0.918,-0.918,1068.0,41.5237,-41.5237,4.71778,1135.31,1617.0,9.3229,0.006,-0.006,179.147,1.437,-1.437,6305.0,140.1,-140.1,4.11,1.62,CONFIRMED
1222,-7.239,0.046,-0.046,-13.254,0.047,-0.047,2460365.822,2.6400663,3.368,1.013,-1.013,1328.0,2141.55,-2141.55,18.2671,7719.64,2611.0,9.90482,0.006,-0.006,285.36,2.3665,-2.3665,5155.0,122.0,-122.0,4.34,2.72,FALSE_POSITIVE
1223,26.43,0.071,-0.071,2.87,0.071,-0.071,2460549.461,10.1466193,5.519,0.291,-0.291,8161.0,146.649,-146.649,11.2199,212.215,1063.0,10.4106,0.006,-0.006,194.333,1.554,-1.554,5660.0,132.0,-132.0,4.27,1.22,CONFIRMED
1224,-4.598,0.037,-0.037,-0.368,0.033,-0.033,2459303.81,3.2891219,2.948,0.467,-0.467,8100.0,9.28822,-9.28822,15.1457,2357.82,1941.0,12.4564,0.007,-0.007,668.659,9.7025,-9.7025,6947.0,134.3,-134.3,4.19,1.64,FALSE_POSITIVE
1225,-20.084,0.04,-0.04,1.059,0.045,-0.045,2459394.938,31.0343214,12.0587354,0.2191029,-0.2191029,1572.189109,32.64367,-32.64367,10.1577688,33.7343273,614.6639792,10.5481,0.007,-0.007,383.846,3.595,-3.595,5234.0,122.0,-122.0,4.438,2.56935,CONFIRMED
1226,2.379,0.035,-0.035,-6.511,0.045,-0.045,2459166.483,3.6112621,3.5377447,0.0288534,-0.0288534,5684.094414,49.322964,-49.322964,13.6137403,1818.548888,1665.524382,10.5831,0.006,-0.006,381.174,3.2035,-3.2035,6450.0,131.1,-131.1,4.03776,1.68443,CONFIRMED
1227,9.386,0.025,-0.025,-25.467,0.03,-0.03,2459252.309,2.9646096,2.232,0.055,-0.055,27860.0,3.79356,-3.79356,15.291,241.662,1098.0,13.1057,0.006,-0.006,404.202,2.6105,-2.6105,5306.0,124.0,-124.0,4.51,0.88,FALSE_POSITIVE
1228,-2.124,0.043,-0.043,2.593,0.044,-0.044,2460319.94,16.6828999,1.804,0.45,-0.45,2054.0,1364.2,-1364.2,17.1854,15.2595,550.0,10.364,0.007,-0.007,531.96,7.076,-7.076,6423.0,83.8,-83.8,3.74,2.63,FALSE_POSITIVE
1229,-79.262,0.077,-0.077,162.701,0.077,-0.077,2458474.57,13.6308024,4.3426564,0.1637294,-0.1637294,1179.103334,39.483753,-39.483753,3.5493962,60.1603117,710.3089208,8.7615,0.006,-0.006,68.192,0.17675,-0.17675,6114.0,194.0,-194.0,4.5101,1.00528,CONFIRMED
1230,94.768,0.054,-0.054,-340.47,0.052,-0.052,2460039.155,7.4507305,0.475,0.12,-0.12,1542.0,4343.43,-4343.43,3.04528,1.96064,329.0,9.41242,0.007,-0.007,10.6194,0.0032,-0.0032,3469.0,68.0,-68.0,4.9401,0.31,CONFIRMED
1231,-1.524,0.107,-0.107,-2.472,0.086,-0.086,2459549.305,4.6498719,4.995,0.11,-0.11,8110.0,0.815987,-0.815987,16.6839,4756.94,2313.0,12.1359,0.01,-0.01,1102.97,67.07,-67.07,9056.0,164.0,-164.0,4.3,1.78,FALSE_POSITIVE
1232,45.702,0.037,-0.037,58.455,0.038,-0.038,2460038.977,104.8729635,6.554,0.174,-0.174,12183.0,167.187,-167.187,10.223,2.75278,358.0,10.0391,0.006,-0.006,102.27,0.1905,-0.1905,5350.0,184.0,-184.0,4.52347,0.88,CONFIRMED
1233,5.923,0.027,-0.027,0.588,0.024,-0.024,2458979.96,2.8778095,2.824,0.524,-0.524,4830.0,12.2433,-12.2433,7.35828,1005.2,1568.0,13.2875,0.006,-0.006,617.366,5.6955,-5.6955,6131.0,122.0,-122.0,4.46,1.05,FALSE_POSITIVE
1234,-92.338,0.032,-0.032,-101.247,0.037,-0.037,2460423.263,1.0697621,1.356,0.421,-0.421,376.0,30.5043,-30.5043,1.60037,1061.92,1590.0,9.0739,0.006,-0.006,55.0135,0.07735,-0.07735,4946.0,128.622,-128.622,4.53834,0.8,CONFIRMED
1235,-5.306,0.03,-0.03,0.549,0.027,-0.027,2459359.599,0.8970184,2.434,0.27,-0.27,12070.0,9.70076,-9.70076,9.49438,528.6493516,1275.5980574999999,13.3733,0.028,-0.028,2275.78,102.235,-102.235,5833.0,131.1,-131.1,4.34,1.24,FALSE_POSITIVE
